Property_Type,Energy_Rating,Energy_Score,Gross_Floor_Area_Buildings_SQ_FT,No_of_Buildings,Electricity_Use_kBtu,Natural_Gas_Use_kBtu,District_Steam_Use_kBtu,District_Chilled_Water_Use_kBtu,Site_EUI_kBtu_per_sq_ft,Source_EUI_kBtu_per_sq_ft,Weather_Normalized_Site_EUI_kBtu_per_sq_ft,Weather_Normalized_Source_EUI_kBtu_per_sq_ft,Total_GHG_Emissions_Metric_Tons_CO2e,GHG_Intensity_kg_CO2e_per_sq_ft
Multifamily Housing,4,99,106304,1,1177980.7,2659186.5,0,0,44.9,71.2,47.3,72.9,309.5,3.6
Multifamily Housing,4,92,69540,1,470774.1,3619009.7,0,0,58.8,73.6,64.7,78.9,259.5,3.7
Multifamily Housing,1,17,50760,1,451656.7,6158509.8,0,0,130.2,152.3,143.4,165.3,391.6,7.7
Multifamily Housing,3.5,55,77000,1,1849839.7,3549344.3,0,0,81.8,134.9,85.9,137.6,452.7,6.9
Multifamily Housing,4,79,62352,1,407911.4,4777460,0,0,83.2,98.8,83.2,98.8,312,5
Multifamily Housing,3.5,76,104076,1,1757246.2,4866728.3,0,0,63.6,96.4,67.6,99.1,509.5,4.9
Multifamily Housing,1.5,31,169898,1,5838853.2,5397620.9,0,0,83.9,164.4,86.6,165.2,1120.6,8.4
Multifamily Housing,3.5,80,62800,1,2207931.5,1233428.2,0,0,54.8,119.1,56.6,121.5,380.9,6.1
Multifamily Housing,2.5,59,63000,1,1076090.2,3401190,0,0,71.1,104.5,76.3,110,334.3,5.3
Multifamily Housing,1,13,89816,1,3806266.8,1599328.8,0,0,60.2,137.4,59.5,135.3,628.6,7
Multifamily Housing,1,14,91577,1,2221884.2,4496415.3,0,0,85,138.4,87.6,139.8,556.2,7
Multifamily Housing,3.5,71,80078,1,702643.4,5425590.7,0,0,76.5,95.7,85.4,104.4,388.5,4.9
Multifamily Housing,4,90,114602,1,1539296.5,3128942.7,0,0,55.1,89.6,58.6,93.3,386,4.6
Multifamily Housing,4,95,97890,1,1781354,1904974,0,0,52.8,100.2,55.3,102.2,355.6,5.1
Multifamily Housing,3.5,79,52760,1,1795778.6,1176103.8,0,0,56.3,118.7,59.3,125.7,319,6
Multifamily Housing,4,63,86040,1,1517930.6,4372047.7,0,0,76.1,114.2,82.3,120.7,449,5.8
Multifamily Housing,1,30,67170,1,2489559,4565402.3,0,0,107.5,179.2,113.6,185.7,598.1,9.1
Multifamily Housing,4,68,115362,1,2939581.3,3967726.9,0,0,59.9,107.5,62.2,108.9,630.6,5.5
Multifamily Housing,1,8,108000,1,2242717.8,11067769.8,0,0,140.1,188.4,152.4,199.7,908.2,9.6
Supermarket/Grocery Store,4,94,83678,1,10187894.2,-4774717.8,0,0,64.7,281,65,281.8,1201.5,14.4
Multifamily Housing,4,86,110000,1,1973180.4,2977965.2,0,0,45,78.7,44.5,77.4,440,4
Multifamily Housing,4,73,55000,1,967066.6,1681203.5,0,0,48.2,81.3,51,84,227.4,4.1
Multifamily Housing,4,91,77900,1,1081678.7,2268793.9,0,0,49.4,79.8,52,82,275,4.1
Multifamily Housing,1,21,114625,1,3624922.4,6693829,0,0,93.9,156.3,96.9,156.8,873.3,7.9
Multifamily Housing,4,92,296389,2,5040677.3,8228999.8,0,0,52.6,90.3,55,91.6,1157,4.6
Multifamily Housing,1,8,82000,1,973393.4,13218932.7,0,0,173.1,202.5,191.1,221.4,841.1,10.3
Multifamily Housing,4,88,237450,1,3504410.6,6965411.4,0,0,57.4,93.9,60.5,97.2,870.5,4.8
Multifamily Housing,1,27,221852,1,3910462.5,7387610.4,0,0,62.1,102.9,65.3,106.2,950.9,5.2
Multifamily Housing,4,83,205500,1,3314631.1,6888563.9,0,0,58.1,94.1,61.3,96.7,839.3,4.8
Multifamily Housing,3.5,78,76861,1,1308195.6,2535656.5,0,0,62.1,102.3,65,103.9,321.5,5.2
Multifamily Housing,4,93,71924,1,947157.6,2447873.6,0,0,67.9,104.4,71.3,106.7,265.3,5.3
Multifamily Housing,4,84,125000,1,2664604.8,3848320.6,0,0,54.3,95.8,56.7,97.2,585,4.9
Multifamily Housing,4,99,83000,1,1736107.1,915294.6,0,0,31.9,70.1,32.1,68.5,296.6,3.6
Multifamily Housing,2,49,57600,1,2161536.1,0,0,0,43.2,121,45.4,127,308.7,6.2
Multifamily Housing,4,83,280056,1,6742378.1,6674170.2,0,0,57.9,111.7,60.5,114.6,1317.5,5.7
Multifamily Housing,4,94,932299,1,24633312.7,15780715.2,0,0,47.1,99.7,47.4,98.5,4356.5,5.1
Multifamily Housing,4,100,93000,1,1156294.7,1777031.9,0,0,37.6,65.4,39.5,66.4,259.5,3.3
Hotel,4,94,360000,1,10148178.5,5910342.7,0,8963008.2,69.5,118.8,67.8,119.9,2235.7,6.2
Multifamily Housing,4,97,71000,1,1229603.6,3576225.3,0,0,67.7,101.4,72.3,106.2,365.6,5.1
Multifamily Housing,1,25,255042,1,8841044.7,12629000.2,0,0,84.2,149.1,87.2,151,1933.5,7.6
Multifamily Housing,4,97,146667,1,1357456.4,3652355.1,0,0,45.5,69.4,48.1,71.7,387.9,3.5
Multifamily Housing,4,98,176470,1,2020934.4,2807546.3,0,0,34.4,61.4,36.7,64.1,437.8,3.1
K-12 School,2,48,113516,1,3341839,3907140,0,0,63.9,118.6,65.4,118.6,684.8,6
Multifamily Housing,1,1,76048,1,3438681.8,7290961.3,0,0,182.7,294.3,195.8,304.6,878.4,15
Multifamily Housing,4,82,148500,1,3458379.3,3107138.4,0,0,55.8,110.1,57.8,112.2,659,5.6
Multifamily Housing,4,99,358743,5,6680539,3425711.1,0,0,30,66.2,31.1,67.3,1136.1,3.4
Multifamily Housing,3,42,136000,1,5277606.5,1676894.4,0,0,51.1,121.6,53.6,128.1,842.9,6.2
Multifamily Housing,1,28,92072,1,3111126.4,3371789.9,0,0,70.4,133.1,73.4,136.2,623.4,6.8
Multifamily Housing,4,91,130250,1,1786668.2,3789633.6,0,0,56.3,90.7,59.5,93.1,456.5,4.6
Multifamily Housing,4,70,128250,1,4133218.3,1365298.2,0,0,49.5,117,52.6,125.1,662.9,6
Multifamily Housing,3.5,80,63110,1,813825.8,2028299.3,0,0,56.9,88.2,60.2,90.5,224,4.5
Multifamily Housing,2.5,58,95230,1,1448690.8,5264600.1,0,0,80.2,114.5,87.4,121.2,486.5,5.8
Senior Living Community,2.5,52,93678,1,3222763.7,2552300.2,0,0,61.6,124.9,65,129,595.9,6.4
Office,4,83,53500,1,1429373.1,1282606.6,0,0,50.7,100,54.9,104.4,272.3,5.1
Office,1.5,40,55056,1,2606948.8,2877183.6,0,0,99.6,187.5,105.8,193.9,525.2,9.5
Residence Hall/Dormitory,4,66,80742,1,1821074.1,6209832.2,0,0,99.5,143.9,111,156,589.9,7.3
Residence Hall/Dormitory,3,45,73000,1,3205849.7,4408464.3,0,0,104.3,186.4,111.8,194.3,692,9.5
Residence Hall/Dormitory,4,82,92000,1,3467281.2,212400,0,0,40,108,40,108,506.5,5.5
Residence Hall/Dormitory,3,64,122000,1,3723863.6,6607077.2,0,0,84.7,142.3,89.6,144.8,882.8,7.2
Residence Hall/Dormitory,4,81,237121,1,3675761.2,231091,13922744.4,639900,77.9,117.5,84.5,125.6,1495.4,6.3
Multifamily Housing,3,66,71250,1,1393681.2,5022774,0,0,105.9,151.5,111.9,155.7,465.8,7.7
Multifamily Housing,3,67,58652,1,1008259.6,3004230.7,0,0,75.4,112.4,75,111.2,303.6,5.7
Multifamily Housing,1.5,36,75600,1,803505.9,6696854.2,0,0,99.2,122.8,105.9,129,470.5,6.2
Multifamily Housing,4,99,110500,1,1974063.8,2511068.9,0,0,49.6,90.2,50.6,90.5,415.3,4.6
Multifamily Housing,3,48,95000,1,2125608.8,4546000.8,0,0,70.2,112.9,73.5,115.1,545.1,5.7
Multifamily Housing,4,95,180000,1,2609531.7,4498381.3,0,0,45.9,77.6,47.7,78.8,611.6,3.9
Multifamily Housing,2.5,55,199600,1,5811840.4,5009752.7,0,0,66.9,133.2,70.9,140.4,1096.2,6.8
Multifamily Housing,3,68,85457,1,1786400.7,2840070.5,0,0,69.9,120.7,72.2,120.9,406,6.1
Senior Living Community,1,11,93135,1,6329591,8990115.9,0,0,182.7,323.9,188.3,324.5,1381.5,16.5
Senior Living Community,3,45,97394,1,3507829.4,6958230.8,0,0,130.8,214,136.6,218.1,870.6,10.9
Multifamily Housing,2.5,54,486780,3,13738646.6,17991572.2,0,0,71.2,128.7,73.6,130.3,2917.9,6.5
Multifamily Housing,1.5,39,155000,1,4362139.6,2842327.7,0,0,46.5,98.1,47.6,99.2,774,5
Multifamily Housing,1.5,38,115615,1,2458683.4,6873071.4,0,0,80.7,122,85.5,127,716.2,6.2
Multifamily Housing,3,62,62959,1,1063493.1,2582647.2,0,0,68.9,107.5,73.4,111.6,289.1,5.5
K-12 School,3.5,77,86434,1,2819412.4,3544828.9,0,0,73.6,134.4,76.2,137.1,591,6.8
Hotel,2,43,172519,1,5254285.5,11314349.2,0,0,96,154.1,100,158.3,1351.4,7.8
Hospital (General Medical & Surgical),4,92,1200000,1,57468384.2,100434770.2,0,0,179.9,303.4,184.4,306.3,13542.6,15.4
Multifamily Housing,4,99,101475,4,954935.2,3159525.7,0,0,47.8,69.7,50.7,72.1,304.2,3.5
Multifamily Housing,1,19,81767,1,2175941.2,5198468,0,0,98.3,154,102.1,157.7,586.9,7.8
Multifamily Housing,2.5,40,54501,1,702537.3,3785705.9,0,0,89.4,118.4,96.9,125.8,301.4,6
Multifamily Housing,4,61,76764,1,2315646.9,1885224.1,0,0,54.7,110.3,56.4,112,430.9,5.6
Multifamily Housing,4,89,613970,1,9302995.4,13346959.7,0,0,61.6,108.9,64.5,112.2,2037.6,5.5
Residence Hall/Dormitory,3.5,74,419219,1,10610003,16516590.9,0,8898697.4,85.9,131.6,88.2,135.3,2861.6,6.8
K-12 School,4,72,109910,1,2405243.8,3277559.6,0,0,75.9,133.9,79.7,136.9,505.8,6.8
Medical Office,4,72,98018,1,4249611.9,2417563.9,0,0,100.1,216.7,101.2,215.7,735.4,11
Multifamily Housing,3,42,312646,1,8849817,11830673.9,0,0,76.5,137.7,80,141,1892.4,7
Residence Hall/Dormitory,2,45,184000,1,8949157.4,10972809,0,0,108.3,198.8,112.4,200.1,1861,10.1
Multifamily Housing,4,70,427614,2,8982912.3,16444458.1,0,0,60.4,100.8,63.5,103.2,2156.4,5.1
Multifamily Housing,4,89,498972,1,9994495.2,11149726.5,0,0,50.7,95.2,52.3,96.1,2019.7,4.8
Multifamily Housing,3.5,72,280827,1,7180185.5,6180442,0,0,57.4,114.3,59.6,116.6,1353.8,5.8
Multifamily Housing,4,99,96275,1,1106442.3,1805759.9,0,0,33.4,57.2,35.1,59.1,253.9,2.9
Multifamily Housing,4,66,211600,1,3504410.6,7434396.1,0,0,62.5,100.7,66,103.4,895.4,5.1
Multifamily Housing,1,23,241717,1,7918235.2,7326602.6,0,0,85.5,167.4,88.3,170.3,1520.1,8.5
Multifamily Housing,4,86,872200,1,20667476.9,15543436.6,0,0,41.5,85.1,42.4,85.9,3777.4,4.3
Multifamily Housing,4,89,517756,5,5592895.8,20933272.3,0,0,61.3,87,65.8,90.7,1910.7,4.4
Multifamily Housing,3.5,76,862592,1,21256855.5,10748651.8,0,0,43.6,96.6,45.1,99.2,3607,4.9
Multifamily Housing,4,100,94491,3,942317.6,2250428.8,0,0,38,59.5,38,59.5,254.1,3
Multifamily Housing,2.5,52,386150,1,11804810.3,13977711.4,0,0,66.8,123.6,69.1,125.5,2428.5,6.3
Multifamily Housing,3.5,51,99500,1,630493.2,7233864.4,0,0,79,94.1,88,103.5,474.3,4.8
Multifamily Housing,2,30,76434,1,2826080.1,3115654.1,0,0,84.4,158.8,83,154.9,569.1,8.1
Multifamily Housing,4,90,146930,1,2516356.8,4328983.1,0,0,51.3,86.8,54.3,90,589.3,4.4
Multifamily Housing,2,47,73000,1,2643132.4,3796559.8,0,0,88.2,156,92,158.9,579.2,7.9
Office,2,46,555524,1,30166164.2,2529480.3,0,0,58.9,156.8,61.1,162.2,4442.9,8
Multifamily Housing,3,67,109800,1,1752287.2,3744592.1,0,0,60.1,96.6,62.6,97.9,449.2,4.9
Supermarket/Grocery Store,2.5,54,112099,1,12653521.4,7696981.4,0,0,247.7,529.7,253.3,529.9,2216.1,27
Office,1,1,247887,1,48702478.6,13046629.9,0,0,249.1,605.4,249.1,605.4,7649,30.9
Multifamily Housing,2.5,52,214966,2,6554520.2,7234120.6,0,0,67.1,126.3,68.3,125.3,1320.4,6.4
Multifamily Housing,1,27,280179,1,10597477.5,12299400.8,0,0,86,160,89,162.2,2166.9,8.1
Multifamily Housing,3.5,76,67854,1,1481343.7,2721259.6,0,0,68.9,114.9,70.6,114.4,356.1,5.8
Multifamily Housing,1,4,112487,1,3878744.5,5258630,0,0,116.8,209.3,122.9,214.6,833.3,10.6
Hotel,4,98,371424,1,9255213.8,4468706,0,0,41.3,92.1,42.7,93.6,1559.2,4.7
Multifamily Housing,3.5,71,233983,1,5818947.6,4939699.9,0,0,55.1,109.9,57.1,111.7,1093.5,5.6
Multifamily Housing,2.5,58,205313,1,5114212.7,5018679,0,0,74.8,144.6,78.8,148.8,997,7.4
Supermarket/Grocery Store,1.5,39,72115,1,9044048.5,11185379.1,0,0,280.5,514,288.4,516.2,1885.8,26.2
Multifamily Housing,4,84,75992,6,1474523.1,2037577.7,0,0,50.4,90,50.4,90,318.8,4.6
Multifamily Housing,4,83,140408,1,2481982.3,3288432.8,0,0,54.8,98.8,57.2,101.3,529.2,5
Multifamily Housing,2.5,53,385917,1,11176753.2,6964283,0,0,61.6,131.1,63.3,133,1966.2,6.7
Multifamily Housing,2,22,125549,1,5935679,5300125.5,0,0,89.5,176.7,92.8,180.3,1129.3,9
Hotel,3.5,60,116000,1,5605909.2,4778441.3,0,0,89.5,178.6,93.1,182.4,1054.5,9.1
Multifamily Housing,2,49,315426,1,9539409.5,7299476.8,0,0,66.7,136.1,69.1,138.7,1750.2,6.9
Senior Living Community,4,99,98851,1,2204854.2,2703448.5,0,0,58.5,107.5,60.9,108.7,458.5,5.5
Multifamily Housing,4,91,88080,1,2193697.6,1522470,0,0,42.2,87.9,43.6,89.8,394.2,4.5
Multifamily Housing,4,75,55216,1,1523380.5,1007939.8,0,0,45.8,96.4,47.2,97.3,271.1,4.9
Multifamily Housing,2,47,159968,1,3761651.5,6230110.9,0,0,75.9,129.7,79.2,132.7,868.2,6.6
Multifamily Housing,1,27,154165,1,6684889.3,2445239.9,0,0,67.3,156.9,69.1,158.8,1084.7,8
Multifamily Housing,4,84,563659,1,12647086.4,12062243.3,0,0,54.3,105.7,56.2,107.8,2447,5.4
Multifamily Housing,4,73,601577,1,14768040.2,11247319.5,0,0,51.1,104.3,52.5,105.2,2706.7,5.3
Multifamily Housing,3.5,78,228926,1,4535059.8,8913961.6,0,0,68.1,111.8,72,115.8,1121.2,5.7
Multifamily Housing,4,83,64000,1,1692348.6,2329991,0,0,62.8,112.3,64.9,113.1,365.5,5.7
Office,3.5,60,62298,1,3360209.9,0,0,0,53.9,151,55,154,479.9,7.7
Multifamily Housing,4,100,293000,1,2210531.8,11501600.3,0,0,60.4,80.5,65.3,85.6,926.6,4.1
Multifamily Housing,4,87,744961,1,14501518.6,13973148,0,0,45,87.3,46.6,88.9,2813.4,4.4
Multifamily Housing,4,89,69988,1,2241410.4,221616,0,0,35.2,93,34.3,90.5,331.9,4.7
Multifamily Housing,4,70,125766,1,2860153.4,6383676.5,0,0,78.6,125.1,83.4,130.2,747.6,6.4
Multifamily Housing,2,21,532581,1,15023182.7,21098498.4,0,0,84.2,149.7,87.9,153.3,3266.4,7.6
Hotel,3,68,134668,1,7431056.2,10851443.9,0,0,135.8,239.1,137.6,238.2,1637.7,12.2
Senior Living Community,2,44,97516,1,3113058.6,8117799.8,0,0,138.9,213.2,145.9,219.6,875.8,10.8
Office,1.5,36,51190,1,2490425.6,2005812.9,0,0,87.8,177.4,90.8,180.4,462.2,9
Multifamily Housing,4,85,72149,1,2380712.8,301081.4,0,0,43.7,113.7,43.7,113.7,356,5.8
Medical Office,3,49,55184,1,3888349.3,0,0,0,70.5,197.3,72.5,203.1,555.4,10.1
Multifamily Housing,3,48,64409,1,1871055.5,2231547.6,0,0,70.1,129.6,70.1,129.6,385.8,6.6
Multifamily Housing,3.5,78,56000,1,809875.7,1971766.8,0,0,49.7,77.5,49.7,77.5,220.4,3.9
Office,3.5,78,58752,1,1717770.4,586872,0,0,39.2,92.4,40.6,93.8,276.5,4.7
Hotel,3.5,51,62000,1,2927567.7,3192000,0,0,98.7,186.3,102.3,190,587.7,9.5
K-12 School,1.5,33,67000,1,2994127.6,2393600,0,0,80.4,162.6,84.3,166.7,554.8,8.3
Multifamily Housing,3.5,73,211575,2,3329114.3,8882199.8,0,0,63.9,97.6,66.9,99.9,947.3,5
Multifamily Housing,2,49,86580,1,2010178.8,3239809.7,0,0,60.6,104.3,63.6,106.1,459.2,5.3
Multifamily Housing,4,90,130817,1,2710593.1,4920418.8,0,0,58.3,97.5,60.7,100,648.5,5
Multifamily Housing,1.5,40,100346,1,2542155.6,5732390.7,0,0,92,146.1,96.2,146.5,667.6,7.4
Multifamily Housing,4,87,58984,1,3375243.2,0,0,0,57.2,160.2,57.2,160.2,482.1,8.2
Multifamily Housing,3,68,127828,1,2953266.5,3968042.4,0,0,66.8,120,70.2,123.6,632.6,6.1
Multifamily Housing,4,88,167696,1,5268663.7,237621.6,0,0,37.3,101.6,37.3,101.6,765.1,5.2
Multifamily Housing,2,47,296760,3,10321542.3,9149458,0,0,65.6,129.8,67.9,132.3,1960.2,6.6
Mixed Use Property,3.5,71,205000,1,4638395.6,6504532.2,0,0,71.9,127.9,75.7,131.1,1008,6.5
Multifamily Housing,3.5,73,218875,1,3144496.5,4856160.3,0,0,44.7,77.7,45.8,78.3,707.1,4
Multifamily Housing,2,50,420049,2,14116430.1,10118603.4,0,0,69.8,144.3,71.6,146.3,2553.6,7.3
Hotel,1,10,204703,1,15092480.4,9922938,0,0,135.4,285.2,135.4,285.2,2682.7,14.5
Multifamily Housing,3.5,77,291091,1,7656053.7,6677718.8,0,0,49.2,97.7,50.1,97.3,1448.2,5
Multifamily Housing,4,84,399600,1,5674200.4,13674647.7,0,0,60.4,94.3,63.6,97.7,1536.8,4.8
Multifamily Housing,3,47,250817,1,9829139.5,7002045.3,0,0,67.1,139,69.2,141,1775.8,7.1
Multifamily Housing,2.5,59,592241,1,17056727.9,14623253.1,0,0,58.9,117.3,60.5,118.6,3212.9,6
Multifamily Housing,1,17,444126,1,15013124.1,13467788.7,0,0,91.3,180.1,93.6,180.9,2859.6,9.2
Office,4,98,645891,1,14540122,6510,0,0,30.1,84.1,29.9,83.7,2079.1,4.3
Multifamily Housing,4,70,82133,1,1523961.3,3006077.1,0,0,75.1,123.1,78.3,124.8,377.3,6.3
Multifamily Housing,4,100,110435,1,1203586.4,1041595.2,0,0,21.9,43.6,21.9,43.6,227.2,2.2
Multifamily Housing,3.5,79,572165,1,9127297.9,23809793.7,0,0,72.7,111.6,76.9,114.2,2568.3,5.7
Multifamily Housing,4,100,198993,21,3559674.8,2453900,0,0,30.2,63,29.9,62.2,638.8,3.2
Multifamily Housing,4,82,199848,24,3565724.2,8419599.9,0,0,60,94.2,63.9,97.9,956.5,4.8
Office,2.5,59,306376,1,7627508.9,8797172.5,0,0,76.1,141.8,80.3,146.2,1556.7,7.2
Senior Living Community,1,30,50000,1,2936452.5,4540704.8,0,0,149.5,259.8,157.6,268.3,660.6,13.2
Multifamily Housing,3,65,636834,1,12615255.8,24908453.1,0,0,63.1,103.3,65.5,105.9,3124.8,5.3
Office,3.5,75,774320,1,26211703.9,21459185.9,0,0,74.1,149.2,76.2,150,4883.5,7.6
Multifamily Housing,4,81,62200,1,685143.2,3293177.8,0,0,76.2,103,83.7,110.3,272.8,5.2
Residence Hall/Dormitory,1.5,33,82898,1,1494573,6631739.7,5390630.3,0,163.1,212.7,180.7,232.4,923.6,11.1
Multifamily Housing,2.5,51,273509,1,8520453.2,7068729.4,0,0,72.7,145.9,74.7,146.7,1592.4,7.4
Multifamily Housing,4,91,91000,1,1826593.7,2309217.9,0,0,68.9,125.7,73,129.6,383.5,6.4
Residence Hall/Dormitory,4,96,50698,1,233191.2,319,2429790.1,0,52.5,70.5,56.7,75.5,194.7,3.8
Hotel,4,71,78269,1,3607934.1,3539715.6,0,0,96.6,186.7,96.6,186.7,703.3,9.5
Multifamily Housing,4,94,438246,1,7970298.9,7626658.1,0,0,46.5,90.4,48.5,92.5,1543.5,4.6
Multifamily Housing,2.5,40,286855,1,8994250.4,10129122.3,0,0,73.3,137.3,76.9,141.1,1822.6,7
Multifamily Housing,1,14,152367,1,4367629.5,9667292.8,0,0,104.4,166.5,104.5,166.6,1137.3,8.5
Multifamily Housing,4,100,168300,1,2314200.6,3588127.5,0,0,35.1,60.9,36.4,61.2,521.1,3.1
Multifamily Housing,3.5,75,785000,1,18358334.2,25179461,0,0,55.5,99.2,58.5,102.3,3959.5,5
Hotel,2,47,153000,1,7407933.1,14597220.2,0,0,143.8,235.7,150.4,242.6,1833.4,12
Office,4,82,371216,1,8739060.1,0,0,0,58.7,164.4,61.7,172.8,1248.2,8.4
Multifamily Housing,1,17,472136,1,16841069,17186766.9,0,0,119.5,228.9,122.8,230.8,3318.2,11.6
Hotel,1,12,118882,1,7202175.8,4037439.9,0,0,94.5,205.3,96.1,206.3,1243.1,10.5
Multifamily Housing,2.5,54,1343820,1,34776025.2,38680201.4,0,0,66.2,124.3,68.3,125.1,7021.4,6.3
Multifamily Housing,3,66,372431,1,14624691.8,0,0,0,39.3,110,39.3,110,2088.8,5.6
Multifamily Housing,3.5,73,746876,1,19038120.6,12134031,0,0,45,95.4,45.9,95.8,3363.6,4.9
Mixed Use Property,1.5,33,110497,1,5793105.1,6081615.3,0,0,146.1,278.2,148.1,277.2,1150.4,14.2
Multifamily Housing,4,94,660218,1,11235275.9,14668434.6,0,0,44.8,81,46.7,83,2383.8,4.1
Multifamily Housing,3.5,79,85572,1,1692367.7,1670339.4,0,0,39.3,75.9,39.1,75.3,330.4,3.9
Multifamily Housing,3.5,79,110000,1,3097925.4,3041987.3,0,0,55.8,107.9,57.9,110.1,604,5.5
Multifamily Housing,2.5,34,91326,1,2574530.7,1624876.1,0,0,74,157,77.7,162.3,454,8
Office,2.5,60,191099,1,7209047.6,287925.8,0,0,44.2,120.8,46.6,127.1,1044.9,6.2
Multifamily Housing,2,50,62940,1,1645930,2325408.2,0,0,63.1,112,66.4,115.6,358.6,5.7
Multifamily Housing,1.5,40,68094,1,2199091,2720951.8,0,0,72.3,132.4,71.2,129.5,458.6,6.7
Multifamily Housing,3,70,91557,1,2351236.5,2242767.8,0,0,59.2,115.1,60.9,116.7,454.9,5.9
Multifamily Housing,2.5,58,590021,1,18500007.3,22157536.2,0,0,68.9,127.2,71.2,128.5,3819.2,6.5
Multifamily Housing,3.5,78,247000,1,4571203.1,8172397.6,0,0,61,102.3,64.1,104.4,1087,5.2
Multifamily Housing,3.5,53,196844,1,3371842.5,9804671.7,0,0,76.8,115.1,82,120.2,1002.4,5.8
Multifamily Housing,2,50,73673,1,2803544.6,1002891.8,0,0,51.7,117.6,53.6,120.4,453.7,6.2
Multifamily Housing,2.5,53,94500,1,2658691.8,4293254.1,0,0,73.6,126.5,75.5,127.4,607.8,6.4
Multifamily Housing,1,25,47292,1,774837.2,4489158.6,0,0,111.3,145.5,121.8,156.5,349.1,7.4
Multifamily Housing,4,98,91427,2,1854797.3,5283293.9,0,0,78.1,117.5,82.2,121,545.5,6
Multifamily Housing,3,65,393938,8,6773215.8,21268560.8,0,0,71.2,104.8,75.5,107.9,2097.1,5.3
Multifamily Housing,4,88,199690,13,4082000.8,5822034.5,0,0,49.6,87.8,51.7,88.9,892.3,4.5
Multifamily Housing,1.5,33,275000,1,6686165.4,13258073.7,0,0,88.6,145.1,93.4,148.5,1659.2,7.4
Multifamily Housing,4,97,134153,1,729632.3,4180975.7,0,0,43,56.4,45.8,58.4,326.3,2.9
Multifamily Housing,4,98,51576,1,629326.3,1087867.8,0,0,33.3,56.3,34.6,57.6,147.7,2.9
Multifamily Housing,4,94,76732,1,1042120.3,1545258.5,0,0,47.3,83,47.3,83,230.9,4.2
Multifamily Housing,3,70,80144,1,1334706.2,2598960.7,0,0,70.1,115.2,74.4,119.3,328.7,5.9
Multifamily Housing,4,90,74104,1,720641.7,2269409.4,0,0,55.3,81.3,58.1,82.9,223.5,4.1
Multifamily Housing,4,76,96737,3,1241538.1,4345417.9,0,0,77.9,112.1,82.8,117.3,408.1,5.7
Multifamily Housing,4,87,51824,1,669748,2287056.5,0,0,57.1,82.5,61.2,86.3,217.1,4.2
Multifamily Housing,4,78,50590,1,876617.9,1527098.4,0,0,47.5,80.2,47.1,79.1,206.3,4.1
Multifamily Housing,4,95,87500,9,1480344,2372211.4,0,0,54.3,93.5,56.5,95.1,337.4,4.8
Multifamily Housing,3.5,79,186110,1,3952092.3,2492926.5,0,0,47.4,100.5,50.7,107.1,696.9,5.1
Multifamily Housing,4,89,124536,1,2259764.2,2868183.2,0,0,46.8,85.3,48.9,86.7,475.1,4.3
Multifamily Housing,4,97,55820,1,529040.8,1625389.2,0,0,38.6,57.1,40.8,59,161.9,2.9
Multifamily Housing,4,98,75444,6,850550.2,1984489.2,0,0,44,69.3,45.9,70.5,226.9,3.5
Office,4,90,64380,1,1246816.5,0,838474.6,1182646.4,50.8,86.6,49.7,86.1,296.1,4.6
Multifamily Housing,3.5,80,129646,1,3468594.8,3641800.3,0,0,54.8,104.4,54.8,104.4,688.8,5.3
Multifamily Housing,4,94,262020,1,3798344.2,12337435.5,0,0,68.1,99.5,0,0,1197.8,5.1
K-12 School,4,84,135212,1,2669678.8,2631869.8,0,0,39.2,75.7,41.8,78.4,521.1,3.9
K-12 School,3.5,77,111081,1,2333887.5,2462340.2,0,0,43.2,82.1,45,82.7,464.1,4.2
K-12 School,1,8,56882,5,2812829.9,2758230.1,0,0,97.9,189.4,106.2,202.3,548.2,9.6
K-12 School,1.5,40,76476,2,1967029.3,4023940,0,0,78.3,127.3,86,135.3,494.7,6.5
K-12 School,2.5,60,78340,4,1896600.5,2321210,0,0,53.8,98.9,57.3,102.5,394.2,5
K-12 School,1,16,53251,2,1676153.2,4059559.9,0,0,107.7,168.2,116.5,177.4,455,8.5
K-12 School,2,18,122839,5,5449974,2842149.9,0,0,67.5,148.5,70.6,151.8,929.4,7.6
K-12 School,1,21,62043,6,1778197.2,4273990,0,0,97.5,152.6,107.8,164.3,481,7.8
K-12 School,3,65,135000,1,3461139.6,4903090,0,0,62,109.9,66.9,115.1,754.8,5.6
K-12 School,4,81,160000,1,3336448.1,4751589.5,0,0,50.6,89.6,53.8,92.9,728.9,4.6
Multifamily Housing,3,61,134308,1,4429093.3,4352928.4,0,0,65.4,126.4,68.1,128.2,863.8,6.4
Multifamily Housing,3.5,76,63044,1,1020295.5,1818174.4,0,0,51.6,86.6,54.2,89.4,242.3,4.4
Multifamily Housing,2,45,100500,1,2920979.1,3688983.2,0,0,65.8,119.9,66.9,117.8,613.1,6.1
Multifamily Housing,4,100,467343,2,3866922,9709699.6,0,0,38.4,59.5,41.1,61.8,1068,3
Multifamily Housing,4,96,116763,1,1702032.9,3192657.1,0,0,45.8,75.9,48,77.5,412.7,3.9
Office,3.5,76,1770000,1,59473070.7,0,0,0,34.3,96.2,36.2,101.3,8494.3,4.9
Multifamily Housing,4,94,179658,1,3518792.2,2474817.3,0,0,34.9,72.4,36.1,73.8,634,3.7
